Months,Post URL,Date,Remarks
May,https://www.linkedin.com/posts/krishnaprakash123_benefits-of-long-term-yoga-nidra-practice-activity-7198947596730523648-G_-5?utm_source=share&utm_medium=member_desktop,22 May 2024 7:27:37,"highlighted the therapeutic benefits of integrating an 18-minute Yoga Nidra practice into daily routines, focusing on mental relaxation, stress reduction, enhanced focus, and overall well-being."
May,https://www.linkedin.com/posts/krishnaprakash123_coaching-training-leadership-activity-7198585783857946624-WtzI?utm_source=share&utm_medium=member_desktop,21 May 2024 7:29:54, explained the reflective role of a coach using an analogy and to invite readers to book a discovery call.
May,https://www.linkedin.com/posts/krishnaprakash123_conversation-aprilstrong-lifelonglearning-activity-7198212968398954496-dZgv/?utm_source=share&utm_medium=member_desktop,20 May 2024 6:48:27,mentioned that challenge common beliefs about communication and highlight the transformative learning and networking benefits of the Conversation Mastery cohort led by April Strong.
May,https://www.linkedin.com/posts/krishnaprakash123_retreat-energy-anabolic-activity-7197926562917212160-pko1?utm_source=share&utm_medium=member_desktop,19 May 2024 11:50:23,honoured to host your retreat Deepa Mahesh
May,https://www.linkedin.com/posts/krishnaprakash123_shrimathyoga-yogaretreat-ashramliving-activity-7197484531753361408-pazs?utm_source=share&utm_medium=member_desktop,18 May 2024 6:33:55,"highlighted the transformative journey offered by Shrimath Yoga, emphasizing its serene environment, dedicated teaching, nourishing meals, and the sense of community, while inviting readers to experience authentic ashram living and holistic well-being."
May,https://www.linkedin.com/posts/krishnaprakash123_yogamudra-mudra-shrimathyoga-activity-7197111955923349505-gR9h?utm_source=share&utm_medium=member_desktop,17 May 2024 5:53:26,"introduced the benefits of Yoga Mudras, particularly Kamala Mudra and Shankha Mudra, for cultivating inner peace and mental well-being, while encouraging readers to integrate these practices into their daily routines and explore further on the Shrimath Yoga website."
May,https://www.linkedin.com/posts/krishnaprakash123_unlock-core-strengths-for-a-fulfilling-career-activity-7196759595187322881-7LAr?utm_source=share&utm_medium=member_desktop,16 May 2024 6:33:16,"emphasized the importance of self-discovery in finding fulfilling work that energizes and aligns with one's unique strengths, inviting readers to take action"
May,https://www.linkedin.com/posts/krishnaprakash123_%3F%3F%3F%3F-%3F%3F%3F%3F%3F-an-ancient-practice-activity-7196405177455648768-SaZn?utm_source=share&utm_medium=member_desktop,15 May 2024 7:04:57,"introduce Yoga Nidra as an effective ancient practice for quieting mental chatter, improving concentration, and reducing stress, while encouraging readers to incorporate it into their daily routines for enhanced productivity and well-being."
May,https://www.linkedin.com/posts/krishnaprakash123_cause-activity-7196049084166680576-SLQ6?utm_source=share&utm_medium=member_desktop,14 May 2024 7:29:57,"emphasize the importance of establishing partnerships based on pure intent and mutual respect, using insights from Indic Wisdom, and to encourage readers to join the next cohort to strengthen their personal and professional relationships."
May,https://www.linkedin.com/posts/krishnaprakash123_indicwisdom-shrimathyoga-adisankara-activity-7195656540954005504-98Ps?utm_source=share&utm_medium=member_desktop,13 May 2024 5:30:08,"introduced Adi Sankara, highlighting his transformative impact on spirituality, philosophy, and cultural practices, while emphasizing his respect for women and motherhood, and to celebrate his profound influence on integrating ancient wisdom into daily life."
May,https://www.linkedin.com/posts/krishnaprakash123_dharma-bhagavadgita-truth-activity-7194973071496126464-RK4a?utm_source=share&utm_medium=member_desktop,11 May 2024 8:14:16,"highlighted how traditional Satya transcends simple honesty and aligns with Dharma, offering practices from the Bhagavad Gita to integrate this deeper truth into daily life."
May,https://www.linkedin.com/posts/krishnaprakash123_yoganidra-worldrecord-yoganidra-activity-7194620208513179648-2TRL?utm_source=share&utm_medium=member_desktop,10 May 2024 8:52:07, Invited readers to participate in a world record attempt for Yoga Nidra practice on Akshaya Tritiya to harness cosmic abundance and improve well-being.
May,https://www.linkedin.com/posts/krishnaprakash123_pranayama-aprilstrong-mindfulness-activity-7194329206716047363-rzgL?utm_source=share&utm_medium=member_desktop,9 May 2024 13:35:47,appriciated the post which was shared by april strong page
May,https://www.linkedin.com/posts/krishnaprakash123_yajna-soulspa-activity-7193856367256879104-flm9?utm_source=share&utm_medium=member_desktop,8 May 2024 6:16:53,"Highlighted the significance of maintaining a spiritual practice and its transformative effects over a sustained period, emphasizing the journey and growth experienced through consistent practice."
May,https://www.linkedin.com/posts/krishnaprakash123_linkedin-action-activity-7193575379104681984-tvdK?utm_source=share&utm_medium=member_desktop,7 May 2024 11:40:20,"Expressed gratitude and joy to the LinkedIn community for their support in making the ""Integrating ICF Coaching Competencies and Indic Wisdom"" cohort a success"
May,https://www.linkedin.com/posts/krishnaprakash123_yoganidra-indiatravel-ashramliving-activity-7193134938165047296-l7Y2?utm_source=share&utm_medium=member_desktop,6 May 2024 6:30:11,"Highlighted the unique aspects of Shrimath Yoga's programs and workshops, emphasizing how they provide a transformative experience for personal growth, cultural exchange, and reconnection with oneself."
May,https://www.linkedin.com/posts/krishnaprakash123_pause-pause-mindfulness-activity-7192421085928169474-dpRv?utm_source=share&utm_medium=member_desktop,4 May 2024 7:13:35,"Introduced Yoni Mudra as a simple yet powerful practice for improving focus, enhancing listening skills, and reducing stress, encouraging readers to experience its benefits for greater inner peace."
May,https://www.linkedin.com/posts/krishnaprakash123_feedback-indicwisdom-dharma-activity-7192041048980754432-YvWf?utm_source=share&utm_medium=member_desktop,3 May 2024 6:03:27,"Reflect on the transformative experience and growth gained through the ICF ACC cohort with Coach Srikanthan, emphasizing the value of feedback, vulnerability,"
May,https://www.linkedin.com/posts/krishnaprakash123_innersilence-indickrishna-indicwisdom-activity-7191700062106738688-B9bz?utm_source=share&utm_medium=member_desktop,2 May 2024 7:28:30,"Announced the integration of Tantra-based Inner Silence practices into the cohort, highlight the ongoing 102-day daily practice, and express gratitude for the support and validation received from Swami Mukti."
May,https://www.linkedin.com/posts/krishnaprakash123_yoga-nidra-ancient-ally-for-modern-challenges-activity-7191403544543916032-Y53V?utm_source=share&utm_medium=member_desktop,1 May 2024 11:50:14,"Promoted the benefits of Yoga Nidra for stress reduction, enhanced focus, and productivity, and announce the availability of online courses starting on the 9th of every month."
June,https://www.linkedin.com/posts/krishnaprakash123_mudra-indicwisdom-yogainspiration-activity-7213071678761840640-C-jm?utm_source=share&utm_medium=member_desktop,30 Jun 2024 6:51:40,𝗪𝗵𝗮𝘁 𝗶𝘀 𝗣𝗿𝗮𝗻𝗮 𝗠𝘂𝗱𝗿𝗮? detailed info guided
June,https://www.linkedin.com/posts/krishnaprakash123_yoganidra-shrimathyoga-mindfulness-activity-7212341506676805634-VSor?utm_source=share&utm_medium=member_desktop,28 Jun 2024 6:30:14,provided the information of desires. how we can can manage it 
June,https://www.linkedin.com/posts/krishnaprakash123_yoganidra-stressrelief-shrimathyoga-activity-7211632862201094144-aNnQ?utm_source=share&utm_medium=member_desktop,26 Jun 2024 7:34:20,told benifits of yoga nidra
June,https://www.linkedin.com/posts/krishnaprakash123_coaching-pcc-shrimathyoga-activity-7211269848461377538-bSxO?utm_source=share&utm_medium=member_desktop,25 Jun 2024 7:31:50,International Coaching Federation ACC program informartion porovided
June,https://www.linkedin.com/posts/krishnaprakash123_mudra-indicwisdom-innerpeace-activity-7210993021641740288-7-In?utm_source=share&utm_medium=member_desktop,24 Jun 2024 13:11:50,Thanks to Sandeep as he saw value in our post 
June,https://www.linkedin.com/posts/krishnaprakash123_shrimathyoga-indicwisdom-selfdiscovery-activity-7210891922922459136-hACt?utm_source=share&utm_medium=member_desktop,24 Jun 2024 6:30:06,taled about Shrimath Yoga place
June,https://www.linkedin.com/posts/krishnaprakash123_mudra-indicwisdom-innerpeace-activity-7210268015441981442-qIGL?utm_source=share&utm_medium=member_desktop,22 Jun 2024 13:10:55,"𝗦𝗶𝘅-𝗳𝗮𝗰𝗲𝗱 𝗠𝘂𝗱𝗿𝗮"" 𝗼𝗿 ""𝗖𝗹𝗼𝘀𝗶𝗻𝗴 𝘁𝗵𝗲 𝗦𝗶𝘅 𝗚𝗮𝘁𝗲𝘀, information shared"
June,https://www.linkedin.com/posts/krishnaprakash123_communicationskills-publicspeaking-masterclass-activity-7210208933850828800-YwSw?utm_source=share&utm_medium=member_desktop,22 Jun 2024 9:16:09,"thanks April Strong,  ACC (ICF) for organising the much needed cohort on Conversation Mastery."
June,https://www.linkedin.com/posts/krishnaprakash123_yoga-nidra-activity-7209806477929119744-GJPX?utm_source=share&utm_medium=member_desktop,"Fri, 21 Jun 2024 6:36:56",Unlock the  deep relaxation & your true potential with Yoga Nidra
June,https://www.linkedin.com/posts/krishnaprakash123_walk-indicwisdom-shrimathyoga-activity-7209576546980757504-zjGp?utm_source=share&utm_medium=member_desktop,"Thu, 20 Jun 2024 15:23:16", talked about 2 New Moons in same month
June,https://www.linkedin.com/posts/krishnaprakash123_communication-aprilstrong-conversation-activity-7209532520856526848-cVCu?utm_source=share&utm_medium=member_desktop,"Thu, 20 Jun 2024 12:28:19",successful Conversation Mastery cohort
June,https://www.linkedin.com/posts/krishnaprakash123_yogaday-internationalyogaday-activity-7209522349182783488-jTDm?utm_source=share&utm_medium=member_desktop,"Thu, 20 Jun 2024 11:47:54",shared post on Yoga Nidra.
June,https://www.linkedin.com/posts/krishnaprakash123_indicwisdom-shrimathyoga-charity-activity-7209464811611410432-alkw?utm_source=share&utm_medium=member_desktop,"Thu, 20 Jun 2024 7:59:16",𝗛𝗼𝘄 𝗰𝗮𝗻 𝘄𝗲 𝗰𝗼𝗻𝘀𝗰𝗶𝗼𝘂𝘀𝗹𝘆 𝗰𝗼𝗻𝘃𝗲𝗿𝘁 𝘁𝗵𝗶𝘀 𝗾𝘂𝗮𝗹𝗶𝘁𝘆 𝗶𝗻𝘁𝗼 𝗶𝘁𝘀 𝗽𝘂𝗿𝗲𝘀𝘁 𝗳𝗼𝗿𝗺?
June,https://www.linkedin.com/feed/update/urn:li:activity:7209352504810106880?utm_source=share&utm_medium=member_desktop,"Thu, 20 Jun 2024 0:33:00",Krishna Prakash reposted this Brain Expansion Group post
June,https://www.linkedin.com/posts/krishnaprakash123_yoganidra-stressrelief-shrimathyoga-activity-7209082891916451840-BEJi?utm_source=share&utm_medium=member_desktop,"Wed, 19 Jun 2024 6:41:39",𝗪𝗵𝘆 𝗬𝗼𝗴𝗮 𝗡𝗶𝗱𝗿𝗮?
June,https://www.linkedin.com/posts/krishnaprakash123_coaching-action-indicwisdom-activity-7208717597356228608-Ljyl/?utm_source=share&utm_medium=member_desktop,"Tue, 18 Jun 2024 6:42:56",summurize Indic Wisdom
June,https://www.linkedin.com/feed/update/urn:li:activity:7208622604323020801?utm_source=share&utm_medium=member_desktop,"Tue, 18 Jun 2024 0:12:38",Krishna Prakash reposted Yoga: Travel & Workshops post
June,https://www.linkedin.com/posts/krishnaprakash123_yoga-nidra-world-record-activity-7208362452017643520-DEsQ?utm_source=share&utm_medium=member_desktop,"Mon, 17 Jun 2024 6:58:53",share the worl record acheivement of Yoga Nidra
June,https://www.linkedin.com/posts/krishnaprakash123_yoga-nidra-world-record-activity-7207965086672441344-T6kk?utm_source=share&utm_medium=member_desktop,"Sun, 16 Jun 2024 4:39:54",𝗨𝗻𝗹𝗼𝗰𝗸 𝘁𝗵𝗲 𝘀𝗲𝗰𝗿𝗲𝘁𝘀 𝗼𝗳 𝘀𝗲𝗿𝗲𝗻𝗶𝘁𝘆 𝗧𝗢𝗗𝗔𝗬 𝘁𝗵𝗿𝗼𝘂𝗴𝗵 𝗬𝗼𝗴𝗮 𝗡𝗶𝗱𝗿𝗮
June,https://www.linkedin.com/posts/krishnaprakash123_yoganidra-shrimathyoga-worldrecord-activity-7207595242391232512-zlU1?utm_source=share&utm_medium=member_desktop,"Sat, 15 Jun 2024 4:10:16",𝗪𝗵𝗮𝘁 𝗮𝗿𝗲 𝘁𝗵𝗲 𝗯𝗲𝗻𝗲𝗳𝗶𝘁𝘀 𝗼𝗳 𝗮 𝗱𝗮𝗶𝗹𝘆 𝗬𝗼𝗴𝗮 𝗡𝗶𝗱𝗿𝗮 𝗽𝗿𝗮𝗰𝘁𝗶𝗰𝗲
June,https://www.linkedin.com/posts/krishnaprakash123_yoganidra-shrimathyoga-worldrecord-activity-7207270904848867328--mLm?utm_source=share&utm_medium=member_desktop,"Fri, 14 Jun 2024 6:41:28",5 broad ways to fit Yoga Nidra into our hectic lifestyle
June,https://www.linkedin.com/posts/krishnaprakash123_what-is-yoga-nidra-activity-7206909724267585537-cm27?utm_source=share&utm_medium=member_desktop,"Thu, 13 Jun 2024 6:46:16",Why Yoga Nidra? 
June,https://www.linkedin.com/posts/krishnaprakash123_yoganidra-shrimathyoga-worldrecord-activity-7206544106414612482-CipL?utm_source=share&utm_medium=member_desktop,"Wed, 12 Jun 2024 6:33:26",share the post to update the event timr and for registration
June,https://www.linkedin.com/posts/krishnaprakash123_worldrecord-yoganidra-shrimathyoga-activity-7206244754613817344-GlIR?utm_source=share&utm_medium=member_desktop,"Tue, 11 Jun 2024 10:43:55",The institution would be supporting us in this endeavour.
June,https://www.linkedin.com/posts/krishnaprakash123_yoganidra-shrimathyoga-worldrecord-activity-7206181438495313920-1YFo?utm_source=share&utm_medium=member_desktop,"Tue, 11 Jun 2024 6:32:19",Here's a glimpse into what a daily Yoga Nidra practice can do for us:
June,https://www.linkedin.com/posts/krishnaprakash123_yoganidra-shrimathyoga-indicwisdom-activity-7205817407091740672-Jc2-?utm_source=share&utm_medium=member_desktop,"Mon, 10 Jun 2024 6:25:47",Here’s how 𝗬𝗼𝗴𝗮 𝗡𝗶𝗱𝗿𝗮 empowers us to master our emotions:
June,https://www.linkedin.com/posts/krishnaprakash123_energy-driven-leadership-masterclass-activity-7205198067258597377-tK4j?utm_source=share&utm_medium=member_desktop,"Sat, 08 Jun 2024 13:24:45",shared the post of  Deepa Mahesh
June,https://www.linkedin.com/posts/krishnaprakash123_mudra-indicwisdom-shrimathyoga-activity-7205099775564627969-MVII?utm_source=share&utm_medium=member_desktop,"Sat, 08 Jun 2024 6:54:10",𝗛𝗼𝘄 𝘁𝗼 𝗣𝗲𝗿𝗳𝗼𝗿𝗺 𝗔𝗱𝗶 𝗠𝘂𝗱𝗿𝗮:
June,https://www.linkedin.com/posts/krishnaprakash123_practice-relaxation-indicwisdom-activity-7204722532959080448-A_uW?utm_source=share&utm_medium=member_desktop,"Fri, 07 Jun 2024 5:55:09",𝗬𝗼𝗴𝗶𝗰 𝘀𝗹𝗲𝗲𝗽
June,https://www.linkedin.com/posts/krishnaprakash123_dharma-bhagavadgita-indicwisdom-activity-7204367304011169792-P_Jq/?utm_source=share&utm_medium=member_desktop,"Thu, 06 Jun 2024 6:23:35",The word 𝗗𝗵𝗮𝗿𝗺𝗮 is not merely about following religious rules
June,https://www.linkedin.com/posts/krishnaprakash123_yoganidra-corporatewellness-stress-activity-7204010513897299969-9ta2/?utm_source=share&utm_medium=member_desktop,05 Jun 2024 6:45:50,how Yoga Nidra can empower the corporate sector
June,https://www.linkedin.com/posts/krishnaprakash123_world-bicycle-day-activity-7203284476808822786-n8Fw?utm_source=share&utm_medium=member_desktop,"Tue, 04 Jun 2024 8:09:22",share informationation world cyclic day
June,https://www.linkedin.com/posts/krishnaprakash123_pranayama-meditation-shrimathyoga-activity-7202646029786112000-5899?utm_source=share&utm_medium=member_desktop,"Sat, 01 Jun 2024 12:23:52",learn a couple of Pranayama techniques.
June,https://www.linkedin.com/posts/krishnaprakash123_karma-linkedin-indicwisdom-activity-7202851857042481155-bFC4?utm_source=share&utm_medium=member_desktop,"Sun, 02 Jun 2024 2:01:45",shared depth of knowledge and passion of Indic wisdom (karma)
June,https://www.linkedin.com/posts/krishnaprakash123_pranayama-meditation-shrimathyoga-activity-7202646029786112000-5899/?utm_source=share&utm_medium=member_desktop,"Sat, 01 Jun 2024 12:23:52",share the information about pranayama-meditation and technique to prevent anxiety
July,https://www.linkedin.com/posts/krishnaprakash123_yoganidra-shrimathyoga-yoganidra-activity-7221106530677354496-RcXk/?utm_source=share&utm_medium=member_desktop,"Mon, 22 Jul 2024 10:59:18",Why Yoga Nidra? 
July,https://www.linkedin.com/posts/krishnaprakash123_guru-poornima-satsang-2024-activity-7220707654103359488-ubSy?utm_source=share&utm_medium=member_desktop,"Sun, 21 Jul 2024 8:34:18",Talk about guru purnima and full day Yoga ie SARVAARTHA YOGA.
July,https://www.linkedin.com/feed/update/urn:li:activity:7220395706824499200?utm_source=share&utm_medium=member_desktop,"Sat, 20 Jul 2024 11:54:44","Batch 2 start date info (""Guru poornima"")"
July,https://www.linkedin.com/posts/krishnaprakash123_gayatri-indicwisdom-shrimathyoga-activity-7220395676076056578-elpr/?utm_source=share&utm_medium=member_desktop ,"Sat, 20 Jul 2024 11:54:37","Batch 2 start date info (""Guru poornima"")"
July,https://www.linkedin.com/feed/update/urn:li:activity:7219995648555720704?utm_source=share&utm_medium=member_desktop,"Fri, 19 Jul 2024 9:25:03",Post for Guru Poornima
July,https://www.linkedin.com/posts/krishnaprakash123_dharma-guru-shrimathyoga-activity-7219995617270407171-Hy0J/?utm_source=share&utm_medium=member_desktop,"Fri, 19 Jul 2024 9:24:56",Talk about Guru purnima 
July,https://www.linkedin.com/posts/krishnaprakash123_resources-shrimath-yoga-activity-7219236411932037122-5R8c?utm_source=share&utm_medium=member_desktop,"Wed, 17 Jul 2024 7:08:07",Facalities offered by srimath yoga
July,https://www.linkedin.com/posts/bhavananiab_admission-to-iscm-activity-7218984228800061441-u2hd?utm_source=share&utm_medium=member_desktop,"Tue, 16 Jul 2024 14:26:02",Post for addmission in music therapy and yoga therapy
July,https://www.linkedin.com/posts/krishnaprakash123_leadership-coaching-indicwisdom-activity-7218909172619259905-1MEK?utm_source=share&utm_medium=member_desktop,"Tue, 16 Jul 2024 9:27:47",Post for Krishna Prakash
July,https://www.linkedin.com/posts/vinay-prashant-3565906_marketing-internship-at-tamaala-art-merchandise-activity-7218606842166304768-BLN1?utm_source=share&utm_medium=member_desktop,"Mon, 15 Jul 2024 13:26:26",repost vinay prashant post
July,https://www.linkedin.com/posts/krishnaprakash123_yoganidra-shrimathyoga-yoganidra-activity-7218557797490204672-eAwn?utm_source=share&utm_medium=member_desktop,"Mon, 15 Jul 2024 10:11:33",about srimath yoga
July,https://www.linkedin.com/posts/krishnaprakash123_innersilence-shrimathyoga-retreat-activity-7218195901033402368-8z43?utm_source=share&utm_medium=member_desktop,"Sun, 14 Jul 2024 10:13:30",Post about silence in life
July,https://www.linkedin.com/posts/krishnaprakash123_family-history-dindigul-activity-7217310907813494788-5dND/?utm_source=share&utm_medium=member_desktop,"Thu, 11 Jul 2024 23:36:51",Post about family importance and how srimath yoga helps
July,https://www.linkedin.com/posts/krishnaprakash123_coaching-indicwisdom-competency-activity-7217092417076834304-jKWK?utm_source=share&utm_medium=member_desktop,"Thu, 11 Jul 2024 9:08:39",post about listening 
July,https://www.linkedin.com/posts/jayasree-saranathan-2165bb4b_my-dating-is-based-on-ramayana-dr-jayasree-activity-7216862310978502657-DSpl/?utm_source=share&utm_medium=member_desktop,"Wed, 10 Jul 2024 17:54:17",reposted Jayasree Saranathan post
July,https://www.linkedin.com/posts/krishnaprakash123_connect-deeply-through-yoga-nidra-activity-7216693953809514496--Uxq?utm_source=share&utm_medium=member_desktop,"Wed, 10 Jul 2024 6:45:18",post about emotional intelligence
July,https://www.linkedin.com/posts/krishnaprakash123_indicwisdom-coaching-shrimathyoga-activity-7216336218807025665-RM_1?utm_source=share&utm_medium=member_desktop,"Tue, 09 Jul 2024 7:03:47",about program  - 𝐈𝐧𝐭𝐞𝐠𝐫𝐚𝐭𝐢𝐧𝐠 𝐂𝐨𝐚𝐜𝐡𝐢𝐧𝐠 𝐂𝐨𝐦𝐩𝐞𝐭𝐞𝐧𝐜𝐢𝐞𝐬 𝐰𝐢𝐭𝐡 𝐈𝐧𝐝𝐢𝐜 𝐖𝐢𝐬𝐝𝐨𝐦
July,https://www.linkedin.com/posts/krishnaprakash123_yoganidra-shrimathyoga-ashramliving-activity-7216084994765598720-uK_c/?utm_source=share&utm_medium=member_desktop,"Mon, 08 Jul 2024 14:25:31",post for srimath yoga
July,https://www.linkedin.com/posts/krishnaprakash123_fellow-seeker-prayer-activity-7215700833630347264-N5y9?utm_source=share&utm_medium=member_desktop,"Sun, 07 Jul 2024 12:58:59",post for ancient power and prayer
July,https://www.linkedin.com/posts/krishnaprakash123_yoganidra-productivity-shrimathyoga-activity-7214932427264122881-08bT?utm_source=share&utm_medium=member_desktop,"Fri, 05 Jul 2024 10:05:37",post about srimath yoga and its batch starting date
July,https://www.linkedin.com/posts/krishnaprakash123_coaching-indicwisdom-activity-7214520454236053504-NR-O?utm_source=share&utm_medium=member_desktop,"Thu, 04 Jul 2024 6:48:35",post for coaching education importance.
July,https://www.linkedin.com/posts/krishnaprakash123_coaching-leadership-indicwisdom-activity-7213838269476667392-ew2L?utm_source=share&utm_medium=member_desktop,"Tue, 02 Jul 2024 9:37:50",session on comparison of world with krishna prakash and april strong
July,https://www.linkedin.com/posts/rishihood_rishihooduniversity-humansciences-iks-activity-7213429240954769408-FWnQ?utm_source=share&utm_medium=member_desktop,"Mon, 01 Jul 2024 6:32:30",Reposted the post of Rishihood University
July,https://www.linkedin.com/posts/krishnaprakash123_shrimathyoga-indicwisdom-selfdiscovery-activity-7213428625268690944-gyeh?utm_source=share&utm_medium=member_desktop,"Mon, 01 Jul 2024 6:30:03",post about srimath yoga